review,date,score,helpful,number_of_reviews,number_of_ratings,average_user_score
Questo gioco e fantastico e rivoluzionario e ciò che sempre desiderato e sperato,"Jan 29, 2022",10,51 of 70 users found this helpful,5 Reviews,5 Ratings,10
"The most entertaining Pokémon game ever. There's so much done right that can make me forgive the one big problem, the underwhelming graphics.Other than that, it's a perfect game.","Jan 29, 2022",10,48 of 58 users found this helpful,2 Reviews,2 Ratings,0.0
"It was a very very bold move of Game Freak in changing the entire formula of a succesful franchise like Pokémon. I believe this is just the begining of a new generation of Pokémon games, and I'm so happy to be a part of this. The game is awesome, fun and beautiful. Don't listen to the haters, some are just graphics weebs or people who doesn't like good changes. Enjoy this adventure!!","Jan 30, 2022",10,35 of 43 users found this helpful,10 Reviews,14 Ratings,7.6
The best pokemon game I've ever played. The innovations in the game are very successful. Gamefreak has shown us what he can do whenever he wants.,"Jan 31, 2022",10,22 of 28 users found this helpful,1 Review,3 Ratings,0.0
"El juego me encanta. Pensaba que iba a ser un aburrimiento solo capturar pokemon, pero siento la emoción y los nervios para atrapar al que quería y huir de los pokemon alfas. Me encanta el ambiente, el mundo, los personajes, el crafteo, la nueva pokedex, el sistema de captura... El aspecto gráfico es mejorable, y si llega a estar a la altura del ZBOTW sería un juegazo nunca visto. Pese a todo esto, el juego es adictivo y te engancha desde el primer momento. No sé como harán los siguientes juegos, pero espero que tengan en cuenta todo lo que han metido en el Arceus y no den un paso atrás.","Jan 30, 2022",10,32 of 40 users found this helpful,21 Reviews,21 Ratings,9.8
"A total step in the right direction. The game is not perfect, but as a first iteration in something new it comes as close as it can. I haven't been this engrossed in a Pokemon game to where I'll spend many hours at once playing in quite a long time.","Jan 30, 2022",10,32 of 40 users found this helpful,4 Reviews,5 Ratings,8.8
"The graphics are not great. Aside from that, this is one of the most enjoyable Pokemon games I've ever played. It might be THE most enjoyable. People are really giving it zero just because they don't like the graphics or the new forms.","Jan 29, 2022",10,47 of 59 users found this helpful,4 Reviews,5 Ratings,9.3
I’ve been tired of Pokémon games for a few years now but I loved this game from start to finish. This was the perfect blend of nostalgia and innovation. It’s not perfect but it was a huge step in the right direction. I hope this will continue to be the new style of games that game freak makes because if it is I’ll be there day one for all their new games.,"Feb 1, 2022",10,8 of 10 users found this helpful,7 Reviews,43 Ratings,4.6
Game is an 8 but because it is the best of the series it gets a 10 in my book lol.,"Jan 30, 2022",10,32 of 40 users found this helpful,5 Reviews,5 Ratings,7.6
Best Pokémon game since Pokémon black and white. I like the new action and stealth elements in the game.,"Feb 1, 2022",10,3 of 4 users found this helpful,3 Reviews,5 Ratings,0.0
"Muy buen juego, jugadlo y despues hablais. Este pokemon se merece cualquier elogio que se le dedique.","Jan 29, 2022",10,46 of 57 users found this helpful,4 Reviews,9 Ratings,9.9
"Me encanta, no había jugado Pokémon desde Gold & Silver y lo poco que llevo del juego lo estoy disfrutando bastante.","Jan 29, 2022",10,47 of 58 users found this helpful,22 Reviews,24 Ratings,9.3
"Mejores dinámicas, y es una buena evolución para la franquicia ojalá mejoren los gráficos y mantengan las nuevas dinámicas","Jan 31, 2022",10,20 of 25 users found this helpful,1 Review,2 Ratings,0.0
"Probably the best Pokémon switch game yet, definitely the most fun! Anyone who is complaining about graphics or lack of Pokémon need to see this as the best jump forward for the video game franchise. Brilliant","Feb 6, 2022",10,3 of 5 users found this helpful,3 Reviews,3 Ratings,0.0
"Great stepping stone for the franchise, hopefully gen 9 builds on this! Everything in the world is so seamless and fun that you can sink endless hours.","Jan 30, 2022",10,26 of 33 users found this helpful,7 Reviews,27 Ratings,7.8
"Best Pokémon I've ever played, no doubt, I mean seriously, this is the change that pokemon needed.","Jan 29, 2022",10,47 of 58 users found this helpful,3 Reviews,3 Ratings,0.0
"Los gráficos están mal, pero no eso no quita que sea un buen juego.Tras pasármelo y ya en el postgame actualmente . Me ha encantado. Destaco la nueva mecánica de captura, que es bastante adictiva y entretenida, y lo vivos que están los Pokémon. Atacandote y protegiéndose en manadas cada ves que vas a por un poke. Otra cosa que destaco es la dificultad del juego. Me lleve una sorpresa. Llegue al final del juego con 10 niveles.El juego me ha encantado y lo recomiendo sin duda.","Feb 2, 2022",10,3 of 5 users found this helpful,5 Reviews,5 Ratings,7.0
"An incredible game, this was what pokemon lacked! It's funnyAn incredible game, this was what pokemon lacked! It's interesting and funny, I really liked it a lot, I really like it a lot","Jan 29, 2022",10,48 of 62 users found this helpful,5 Reviews,5 Ratings,10
"This game is what Pokemon nedeed for the future, PLEASE DO NOT BE A ONE OFF","Feb 2, 2022",10,3 of 7 users found this helpful,1 Review,7 Ratings,10
The best Pokemon game yet. Definitely worth the time and money investment. It is definitely a step up for the developers at Game Freak. I look forward to what they'll bring us in the future. They should be very proud of this entry into Pokemon canon.,"Feb 2, 2022",10,3 of 4 users found this helpful,10 Reviews,10 Ratings,8.8
"muito bão, mas muito bão mesmo isso sim very good is forever now game its play nice camon inthe game very well in the world chapion easy boy is definitive game note maxima inthe game family","Feb 13, 2022",10,0 of 1 users found this helpful,31 Reviews,34 Ratings,6.8
"Este juego es absolutamente renovador, tiene algunos detalles a mi parecer en cuanto a la dinámica, por ejemplo para moverse entre zonas no te da opción de ir libremente sino que hablas con el personaje de salida, le indicas la zona y en automático llegas. Como es un juego que te incita a la exploración, se contradice un poco en ese sentido. Por lo demás estoy muy contento, es el juego que estaba esperando desde que tenía 10 años y compré el pokémon yellow para game boy color. Es una brutalidad pero aún se puede mejorar, y si lo hacen lo compraría sin pensármelo 2 veces. Muy recomendado.","Feb 8, 2022",10,2 of 3 users found this helpful,3 Reviews,3 Ratings,0.0
